album_id,artist_id
3425966e-60e2-4243-ac43-466d2d54afff,78afbfe4-f480-45c9-a5f4-9268203c4e9a
4ba98ea3-5ac7-4b60-baee-bbfa0d8f3493,0c67eded-a35d-44d7-b6e5-d0a3dbbe9917
8945744f-96b0-4310-90f7-884d64b82388,78afbfe4-f480-45c9-a5f4-9268203c4e9a
3154a58a-84ff-43b0-b9a9-c0191aabf039,7d97cf03-0300-47f7-a670-9c631e2720b7
f1496eab-b4a8-4b14-b2e5-eed3ffaababb,811d9267-7ab1-42b6-b597-6eba47aafa95
8d6e5d3e-4fc9-4d40-b01a-2f171fa8ba17,955c7418-3caf-4ba4-9752-edcce0282443
6176e2ea-cb2d-4b4b-8801-8733658dbe02,f0cb0aec-fcaa-4602-bd99-b185402d49f9
7180dd49-a716-496f-a997-51cfeda64597,a7dce2de-50a6-418f-80b5-b62b0aed3e6f
f15c20a1-bfec-40d6-a151-f6119d7eec36,50919e61-e806-4575-b53f-92dbafba98aa
8995239b-2d80-4d6f-839c-e45005cb1413,e251b146-09da-48a8-92fd-0174e10b3a89
c5bbb68d-d926-4400-a4c2-d22dfaa00d61,d11b8cbb-0c12-40b1-8926-7e05d6df6010
cc0a153d-a98b-49ce-8d10-aeb44f8f0100,98326d90-0e6b-45df-a718-16dd2fbfde28
d42b0e4a-847b-48d9-8709-c249f468f1f2,f70da73f-5a02-499e-b6ce-d9350d5d7066
55461224-6a35-4405-b5cf-f187a99c8316,50919e61-e806-4575-b53f-92dbafba98aa
539fe2ef-6a9b-433b-8884-53e27c8bd80c,dacbe454-40e5-45ce-a392-d77cf5df8b22
68411f43-d00f-4cd7-b857-89be8028d69a,dacbe454-40e5-45ce-a392-d77cf5df8b22
eb395946-69d9-450b-b890-12ccd69dfa55,a7dce2de-50a6-418f-80b5-b62b0aed3e6f
30062af1-6ea4-4a25-af9a-e20d52a0228c,f70da73f-5a02-499e-b6ce-d9350d5d7066
9ea05da9-8739-4d22-a49b-d86b503f9b65,7d97cf03-0300-47f7-a670-9c631e2720b7
13dc4fe4-8e2e-44f3-9ae3-6cae9df497b4,ff01b1ed-a584-4739-98a0-fc0e0f131035
9df30c87-8516-4cfc-a299-82c589b0e48a,dacbe454-40e5-45ce-a392-d77cf5df8b22
89d65d7f-df90-4fbd-b1cc-02d39fdf0f81,811d9267-7ab1-42b6-b597-6eba47aafa95
889e2ee9-efbd-4b9d-8793-0b787f30f37e,47d3ce17-355a-45fe-b4cb-e68adc37109e
4fc0174d-1b85-45b0-89d7-b4e5b246aaf4,971fa950-0990-41da-95a6-f211cc8ac2ab
280f50ff-309c-4f70-9104-777593abcfcf,78afbfe4-f480-45c9-a5f4-9268203c4e9a
db4ea112-bb5b-4da1-9779-5cfdccefca73,f70da73f-5a02-499e-b6ce-d9350d5d7066
5472a16b-6d45-4891-b837-f4cd5b4e0096,78afbfe4-f480-45c9-a5f4-9268203c4e9a
01279fe2-d143-435f-84e7-4bb90f4e08a1,f70da73f-5a02-499e-b6ce-d9350d5d7066
5fa1b56e-799e-4ba9-9b98-7fa888beeac4,e251b146-09da-48a8-92fd-0174e10b3a89
046fc3c5-3aec-4cf8-9ea8-765db8607379,d5a98a19-06a1-4cc4-b5ce-bc3d82d31efb
1dcaf7b1-5ae9-4f4f-b176-df9c84fa6881,97219a31-8d54-4e5e-a3a3-80362bc8d704
18a24906-3bd9-4447-b7b1-ae75bbddfcac,208c1c56-036c-4196-a165-f04ce2b864db
68575b30-904e-4448-b8f6-f87babb5848a,97219a31-8d54-4e5e-a3a3-80362bc8d704
